,A,C,K,Y,I
319,553.9298795246566,3993.698865375173,885.4899299498244,637.6369010580711,-3356.061964317102
320,565.0084771151497,4103.039691243278,903.2271110391507,650.3955544150552,-3452.6441368282226
321,576.3086466574528,4213.426181784589,921.3237731089756,663.4104040745729,-3550.015777710016
322,587.8348195906018,4334.38218060344,939.7857344392023,676.6862776642013,-3657.695902939239
323,599.5915159824139,4460.068170331991,958.6134493919031,690.2269156079414,-3769.841254724049
324,611.5833463020622,4579.690117255099,977.814628804692,704.037698735554,-3875.652418519545
325,623.8150132281033,4711.30854719506,997.407102314612,718.126267816695,-3993.182279378365
326,636.2913134926655,4833.575820848342,1017.383993480021,732.4950028621441,-4101.080817986198
327,649.0171397625188,4959.550721729494,1037.7668586728962,747.1525026362469,-4212.3982190932475
328,661.9974825577692,5078.6944723920715,1058.5548088318117,762.1025966441948,-4316.591875747877
329,675.2374322089246,5191.950213445796,1079.7610597694154,777.3522413523682,-4414.597972093428
330,688.742180853103,5318.032542313321,1101.3977265124033,792.9082374278511,-4525.124304885469
331,702.5170244701651,5441.248139495225,1123.4614446949874,808.7741260833769,-4632.474013411847
332,716.5673649595684,5550.454253724742,1145.965232550671,824.9570721720128,-4725.497181552729
333,730.8987122587598,5656.040433854275,1168.9247610768375,841.4649004158057,-4814.575533438469
334,745.516686503935,5772.203426837158,1192.34765065088,858.3037856457736,-4913.899641191385
335,760.4270202340138,5882.439032337143,1216.2338747509357,875.4783419746548,-5006.960690362488
336,775.6355606386941,6008.8982510155265,1240.6039291062957,892.9977077395117,-5115.900543276015
337,791.1482718514679,6149.395124314464,1265.4583194950676,910.8667987114467,-5238.528325603017
338,806.9712372884973,6293.0118738460405,1290.8056140643798,929.0923679083267,-5363.919505937714
339,823.1106620342673,6453.30099745123,1316.6625243286471,947.6830248075529,-5505.617972643677
340,839.5728752749526,6639.362280560227,1343.0360004987854,966.6453710824384,-5672.716909477789
341,856.3643327804517,6802.15906392206,1369.9244499251338,985.9842659062277,-5816.1747980158325
342,873.4916194360608,6982.736309350819,1397.3627829262675,1005.7125542902266,-5977.0237550605925
343,890.961451824782,7174.1148135754565,1425.3465419956638,1025.8346869963152,-6148.280126579141
344,908.7806808612777,7363.549101847925,1453.8869957165427,1046.358618693236,-6317.190483154689
345,926.9562944785032,7565.160465082413,1483.0017829993528,1067.293789865043,-6497.86667521737
346,945.4954203680733,7775.349611931916,1512.6973307971032,1088.647332862702,-6686.7022790692145
347,964.4053287754348,7979.60217420613,1542.9842189067342,1110.4273915972788,-6869.174782608851
348,983.6934353509434,8209.89335503225,1573.8834504325569,1132.644477530128,-7077.248877502123
349,1003.3673040579624,8445.428970507699,1605.3948772335534,1155.3046551608593,-7290.1243153468395
350,1023.4346501391217,8703.66691344461,1637.5393399728746,1178.4186423236713,-7525.248271120938
351,1043.903343141904,8960.990447936474,1670.3214948196921,1201.9937871202126,-7758.996660816261
352,1064.7814100047422,9193.004419356354,1703.757306494972,1226.0400059233898,-7966.964413432964
353,1086.077038204837,9432.696427893872,1737.8703407040357,1250.5689853663719,-8182.1274425275005
354,1107.7985789689337,9671.444780007147,1772.664440237366,1275.5882862246337,-8395.856493782512
355,1129.9545505483125,9889.941117077644,1808.152944788618,1301.107654147236,-8588.833462930408
356,1152.5536415592787,10079.634954390114,1844.353213271997,1327.1378397371961,-8752.497114652919
357,1175.6047143904643,10285.419906489064,1881.2866118311126,1353.6905986503893,-8931.729307838674
358,1199.1168086782736,10520.541535091583,1918.9588792698191,1380.774455939804,-9139.76707915178
359,1223.0991448518391,10788.135597136563,1957.382283495242,1408.3994918809756,-9379.736105255588
360,1247.561127748876,11070.828238012047,1996.5694328885725,1436.5760089193127,-9634.252229092734
361,1272.5123503038535,11357.573016435053,2036.5383632478415,1465.315632671587,-9892.257383763466
362,1297.9625973099305,11652.57754953065,2077.307549885487,1494.6302382416652,-10157.947311288985
363,1323.9218492561292,11952.770988621183,2118.8918188839393,1524.5310707661984,-10428.239917854986
364,1350.400286241252,12275.766439486186,2161.3098766452094,1555.0303738446048,-10720.73606564158
365,1377.4082919660768,12591.362398348425,2204.5720437727896,1586.1387451539915,-11005.223653194433
366,1404.9564578053985,12880.556346557185,2248.699184166894,1617.869225508373,-11262.687121048812
367,1433.0555869615064,13168.991259095876,2293.714352814585,1650.2354993535077,-11518.755759742367
368,1461.7166987007367,13467.354519420025,2339.6314797426753,1683.2494557522868,-11784.10506366774
369,1490.9510326747513,13764.009035100986,2386.4656529440704,1716.9234113854754,-12047.08562371551
370,1520.7700533282464,14066.491137296158,2434.237893060568,1751.2711446133171,-12315.21999268284
371,1551.1854543948114,14434.465962880839,2482.9707801629493,1786.30695516486,-12648.159007715978
372,1582.2091634827077,14832.510718320624,2532.6708080458693,1822.04185944466,-13010.468858875964
373,1613.8533467523619,15195.8004835677,2583.3581105068956,1858.490010095722,-13337.310473471978
374,1646.1304136874091,15583.91008513067,2635.067380297539,1895.6688980133174,-13688.241187117354
375,1679.0530219611574,15911.664096821976,2687.803166237962,1933.589708427184,-13978.074388394793
376,1712.6340824003805,16264.60619436344,2741.60515489391,1972.2714140611454,-14292.334780302293
377,1746.8867640483882,16638.681506165183,2796.4816473623987,2011.7264222120516,-14626.955083953131
378,1781.8244993293558,17019.705453984963,2852.4537768401387,2051.9701219248614,-14967.735332060101
379,1817.4609893159432,17374.9419214913,2909.5431745139645,2093.0182262837648,-15281.923695207535
380,1853.810209102262,17703.714345878278,2967.7765533551296,2134.887765956821,-15568.826579921457
381,1890.8864132843073,18053.806692622325,3027.1799879668006,2177.5958591288563,-15876.21083349347
382,1928.7041415499934,18389.5487386867,3087.7681465107557,2221.157392244597,-16168.391346442102
383,1967.2782243809934,18762.641347571654,3149.5727341703355,2265.591162837205,-16497.05018473445
384,2006.6237888686132,19120.36419600451,3212.608142976275,2310.912471341929,-16809.45172466258
385,2046.7562646459855,19472.35850080102,3276.9061853862977,2357.1406214259123,-17115.217879375108
386,2087.691389938905,19861.019006168022,3342.4935120068963,2404.2940515755845,-17456.72495459244
387,2129.4452177376834,20256.17136733033,3409.3890279940706,2452.389782614292,-17803.78158471604
388,2172.034122092437,20652.76045825715,3477.622208366423,2501.447375112282,-18151.31308314487
389,2215.474804534286,21068.33741420547,3547.221413905023,2551.486413178947,-18516.851001026524
390,2259.784300624972,21507.479128425774,3618.2122608944856,2602.5261579736975,-18904.952970452076
391,2304.979986637471,21951.366371517284,3690.6210745902144,2654.5862983250977,-19296.780073192185
392,2351.0795863702206,22413.341230437258,3764.479027676736,2707.6878492262135,-19705.653381211043
393,2398.101178097625,22878.828578773515,3839.8129135379922,2761.8511664546404,-20116.977412318876
394,2446.0632016595778,23371.37441386406,3916.655032521006,2817.098085573872,-20554.27632829019
395,2494.9844656927694,23885.794767137217,3995.032904243513,2873.4497078762656,-21012.34505926095
396,2544.8841550066245,24432.53225993706,4074.978354645223,2930.9283671337525,-21501.60389280331
397,2595.7818381067573,25026.463506375687,4156.522517340134,2989.556557056925,-22036.906949318764
398,2647.697474868892,25579.292553777657,4239.691793215855,3049.356065687326,-22529.93648809033
399,2700.6514243662705,26074.30935084277,4324.526141730648,3110.3519284684317,-22963.95742237434
400,2754.664452853596,26566.29473052359,4411.062716413963,3172.568903636285,-23393.725826887305
401,2809.757741910668,27060.2569027311,4499.330754836966,3236.030376230455,-23824.226526500646
402,2865.952896748881,27589.53293503552,4589.365915393937,3300.7614582463307,-24288.77147678919
403,2923.271954683859,28064.647582412716,4681.196763877922,3366.7860797061353,-24697.86150270658
404,2981.737393777536,28562.287572701123,4774.87004826158,3434.1324490442535,-25128.15512365687
405,3041.3721416530866,29096.050167599587,4870.416766203656,3502.825738760606,-25593.22442883898
406,3102.1995844861485,29549.759651374417,4967.868483300482,3572.8916136172875,-25976.86803775713
407,3164.2435761758716,30041.85698186868,5067.277396862102,3644.3605669628264,-26397.496414905854
408,3227.528447699389,30628.40543334408,5168.675524698739,3717.2591228219117,-26911.14631052217
409,3292.079016653377,31234.53165455361,5272.095472332032,3791.6143243836395,-27442.91733016997
410,3357.9205969864443,31799.075794073535,5377.5811355678225,3867.4560509709154,-27931.61974310262
411,3425.0790089261736,32341.413873312493,5485.179087842089,3944.815167768039,-28396.598705544453
412,3493.580589104697,32893.07270593049,5594.931236879686,4023.721949634344,-28869.350756296146
413,3563.452200886791,33425.8204205947,5706.877319232521,4104.206627663987,-29321.613792930708
414,3634.721244904527,33767.32759079037,5821.056889941169,4186.299826965873,-29581.027763824502
415,3707.4156698026172,34223.74681621544,5937.537396163538,4270.038632166373,-29953.70818404907
416,3781.56398319867,34666.62910102888,6056.339222207264,4355.4504247775385,-30311.178676251337
417,3857.195262862643,35115.49214190195,6177.518251569763,4442.570704907814,-30672.92143699414
418,3934.3391681198964,35645.082196759286,6301.123306685289,4531.433918104782,-31113.648278654502
419,4013.025951482294,36207.585232048965,6427.196401372782,4622.073519248523,-31585.511712800442
420,4093.28647051194,36752.45332064081,6555.788405040373,4714.525361585382,-32037.92795905543
421,4175.1521999221795,37308.0072964583,6686.95388282816,4808.826593246667,-32499.180703211634
422,4258.6552439206225,37919.60333327728,6820.743975537101,4905.014131104878,-33014.5892021724
423,4343.828348799036,38588.41806701156,6957.208433804409,5003.125109798955,-33585.2929572126
424,4430.704915775016,39259.29326824051,7096.3990260088885,5103.197627313189,-34156.09564092732
425,4519.319014090516,40007.320505986085,7238.375970417252,5205.272143180603,-34802.04836280548
426,4609.705394372327,40832.356327162976,7383.1905868700505,5309.387746571405,-35522.96858059157
427,4701.899502259774,41634.53601634412,7530.896802767882,5415.5846495676205,-36218.9513667765
428,4795.937492304969,42372.15585237383,7681.556984299398,5523.905456354494,-36848.250396019335
429,4891.856242151069,43154.527101342086,7835.2355674777955,5634.393800625777,-37520.13330071631
430,4989.69336699409,44003.04074597551,7991.987465143441,5747.091856258361,-38255.94888971715
431,5089.487234333972,44829.78909649521,8151.870642749352,5862.043062241368,-38967.74603425384
432,5191.276979020651,45636.979571420685,8314.952471142267,5979.293505286027,-39657.68606613466
433,5295.102518601065,46510.61659170561,8481.299037148136,6098.889626143275,-40411.72696556234
434,5401.004568973086,47417.11333398403,8650.970382265536,6220.8772050846,-41196.23612889943
435,5509.0246603525475,48467.45340894312,8824.037587470728,6345.305060475333,-42122.14834846779
436,5619.205153559598,49584.36864263172,9000.561292446473,6472.220427880721,-43112.148214751
437,5731.589256630791,50949.73581033274,9180.618946660743,6601.674852283113,-44348.06095804963
438,5846.221041763407,52386.08009864496,9364.268661792523,6733.7164037236025,-45652.36369492136
439,5963.145462598675,53749.78328974865,9551.587471394685,6868.397944878154,-46881.3853448705
440,6082.408371850649,55112.01316754566,9742.656759553987,7005.774001820112,-48106.23916572554
441,6204.0565392876615,56483.75770101235,9937.548527490984,7145.897815884657,-49337.85988512769
442,6328.137670073415,57691.309200662196,10136.334997121488,7288.823430202454,-50402.48577045974
443,6454.700423474884,58996.50276547694,10339.106586160822,7434.609582430933,-51561.893183046006
444,6583.794431944381,60330.43635753819,10545.930855252383,7583.310864065475,-52747.12549347271
445,6715.470320583269,61683.94638498775,10756.891478382271,7734.986142973876,-53948.960242013876
446,6849.779726994934,62994.043202246576,10972.07030733654,7889.6947102827,-55104.34849196387
447,6986.775321534833,64193.00860798578,11191.552743132659,8047.497455443095,-56145.511152542684
448,7126.51082796553,65390.91326730612,11415.429307449262,8208.457221868075,-57182.45604543804
449,7269.041044524841,66504.83754373212,11643.782237661697,8372.635932196992,-58132.20161153513
450,7414.421865415337,67648.96932782134,11876.706030501415,8540.099037306913,-59108.870290514424
451,7562.710302723644,68703.82944521282,12114.285904773666,8710.910887968728,-59992.91855724409
452,7713.964508778117,69602.76674467136,12356.617858180256,8885.139079518156,-60717.6276651532
453,7868.24379895368,70550.15012615462,12603.802619529171,9062.853165604687,-61487.29696054994
454,8025.608674932754,71559.24242509343,12855.93060328029,9244.121431384256,-62315.12099370917
455,8186.120848431409,72678.0724814505,13113.101093894757,9429.015051055736,-63249.05743039476
456,8349.843265400037,73838.12816142815,13375.412300991828,9617.605962097432,-64220.52219933071
457,8516.840130708038,75240.81657894231,13642.972604547727,9809.969310934162,-65430.84726800815
458,8687.1769333222,76581.33156584737,13915.875831369272,10006.1781399987,-66575.15342584868
459,8860.920471988644,78118.58773887045,14194.242471454025,10206.312299418154,-67912.27543945229
460,9038.138881428416,79536.26782314519,14478.16903792854,10410.44754433898,-69125.8202788062
461,9218.901659056984,80882.10768110816,14767.776933585377,10618.66609767321,-70263.44158343495
462,9403.279692238124,82199.2102913836,15063.178912049894,10831.049437277743,-71368.16085410585
463,9591.345286082887,83513.72848102917,15364.489935180045,11047.680660464266,-72466.04782056491
464,9783.172191804546,85112.69053310555,15671.831591359614,11268.645459938243,-73844.0450731673
465,9978.835635640637,86638.92631315226,15985.311492923536,11494.027702906149,-75144.8986102461
466,10178.41234835345,87989.07153471236,16305.060823696112,11723.917554299069,-76265.15398041329
467,10381.980595320518,89507.93268015569,16631.21238357787,11958.406764982763,-77549.52591517293
468,10589.62020722693,91061.11397359447,16963.883250591127,12197.584956539935,-78863.52901705453
469,10801.412611371468,92379.49995523381,17303.203779492607,12441.54590182283,-79937.95405341098
470,11017.440863598897,93804.12286689712,17649.31823664276,12690.38768762476,-81113.73517927236
471,11237.789680870876,95442.88098776217,18002.35525711704,12944.20636826444,-82498.67461949773
472,11462.545474488294,97051.2205707078,18362.447601124506,13203.100254031217,-83848.12031667658
473,11691.796383978059,98994.94524855376,18729.746978663065,13467.173136297679,-85527.77211225609
474,11925.63231165762,101274.34674036573,19104.388832214045,13736.52671872442,-87537.82002164131
475,12164.144957890774,103454.8405327034,19486.51505497235,14011.265546204422,-89443.57498649898
476,12407.42785704859,105848.08049936002,19876.289118207525,14291.500296924654,-91556.58020243536
477,12655.576414189562,107849.35321650322,20273.85001708199,14577.337877727503,-93272.01533877572
478,12908.687942473352,109929.91802829818,20679.372055110936,14868.894350196842,-95061.02367810134
479,13166.86170132282,111893.28484734261,21093.001919529528,15166.281388165762,-96727.00345917685
480,13430.198935349275,114113.32073703155,21514.909959705423,15469.61737018805,-98643.7033668435
481,13698.802914056261,116185.09934422595,21945.249662058908,15779.018670047171,-100406.08067417878
482,13972.778972337388,118536.4618588219,22384.202434927676,16094.609349757011,-102441.85250906489
483,14252.234551784135,120749.65724725963,22831.927688779364,16416.510424901186,-104333.14682235845
484,14537.279242819819,122912.13030963622,23288.610014681457,16744.850075244525,-106167.2802343917
485,14828.024827676216,124946.70658561446,23754.426011859257,17079.756523922762,-107866.95006169169
486,15124.58532422974,127089.69308466706,24229.562039482873,17421.361901931963,-109668.3311827351
487,15427.077030714334,128950.65220109341,24714.196331316918,17769.79842623875,-111180.85377485467
488,15735.618571328621,131034.2363256056,25208.530701126918,18125.205275528966,-112909.03105007664
489,16050.330942755194,133006.30268227568,25712.74691704232,18487.71921750918,-114518.5834647665
490,16371.337561610299,135617.33139882548,26227.05542519444,18857.485157018265,-116759.84624180722
491,16698.764312842504,138217.37361082647,26751.63922985822,19234.64406982863,-118982.72954099784
492,17032.739599099354,140668.74711921628,27286.713980304146,19619.34600335531,-121049.40111586096
493,17373.394391081343,143310.36077523162,27832.494677021612,20011.742935688875,-123298.61783954274
494,17720.86227890297,145779.75040126417,28389.186737285527,20411.986889841653,-125367.76351142253
495,18075.27952448103,148479.09745660366,28957.017627098976,20820.236799061342,-127658.86065754232
496,18436.78511497065,151110.52834041673,29536.201249267884,21236.65086835958,-129873.87747205715
497,18805.520817270062,153948.36979033504,30126.971568453442,21661.393871437827,-132286.97591889722
498,19181.631233615466,156865.67528819453,30729.55509873049,22094.631261040744,-134771.04402715378
499,19565.263858287773,160012.34093040082,31344.19124275169,22536.533601861804,-137475.80732853903
500,19956.56913545353,163009.9372161529,31971.116009726262,22987.273105133816,-140022.66411101908
501,20355.7005181626,165866.18873304885,32610.580753666487,23447.02771805047,-142419.1610149984
502,20762.814528525854,169255.22490317016,33262.84100054612,23915.978762295756,-145339.2461408744
503,21178.07081909637,173163.99311362917,33928.14314264194,24394.30811350921,-148769.68500011996
504,21601.6322354783,177446.55377150525,34606.74740139939,24882.20320486247,-152564.35056664277
505,22033.664880187865,181595.1866228359,35298.91854460529,25379.855076241678,-156215.3315465942
506,22474.338177791622,186260.76650946485,36004.938990709874,25887.461253362042,-160373.30525610282
507,22923.824941347455,190873.77193842924,36725.0736729812,26405.218222559746,-164468.5537158695
508,23382.301440174408,195501.06900251485,37459.612578147375,26933.33066099367,-168567.73834152118
509,23849.947468977894,200602.00095786096,38208.845745932034,27472.0060997964,-173129.99485806457
510,24326.946418357453,205731.32740092356,38973.058938499555,28021.45404683478,-177709.87335408878
511,24813.485346724603,210918.78592255132,39752.55724134265,28581.891135381324,-182336.89478717
512,25309.755053659093,216049.54845109567,40547.64533289958,29153.536927441015,-186896.01152365466
513,25815.950154732276,220978.59286420044,41358.63543182587,29736.615688299025,-191241.9771759014
514,26332.269157826922,225686.60693453325,42185.84694321014,30331.35637174655,-195355.2505627867
515,26858.914540983464,230325.3232866637,43029.6051813059,30937.992407344154,-199387.33087931955
516,27396.092831803133,235120.86425386794,43890.24060411189,31556.7615993462,-203564.10265452173
517,27944.014688439194,239867.92066229074,44768.087388291555,32187.905884619362,-207680.01477767137
518,28502.894982207978,244161.05171174,45663.48974585052,32831.672761746435,-211329.37894999358
519,29072.95288185214,248486.23914834182,46576.805036064055,33488.316030200986,-214997.92311814084
520,29654.411939489182,252808.26557494185,47508.38660943814,34158.09215913378,-218650.17341580807
521,30247.500178278966,257272.66545107085,48458.60080820706,34841.26402502597,-222431.40142604487
522,30852.450181844546,262070.98452318946,49427.819850782704,35538.09944898325,-226532.88507420622
523,31469.49918548144,267125.67485312483,50416.42179053632,36248.871261389344,-230876.8035917355
524,32098.88916919107,271859.5982130567,51424.792422738814,36973.857788241636,-234885.74042481504
525,32740.86695257489,276273.1279840636,52453.332134101875,37713.344405087686,-238559.78357897588
526,33395.684291626385,280547.5830856075,53502.44498493894,38467.62126012653,-242079.96182548098
527,34063.597977458914,284544.91303052515,54572.54023142522,39236.98368216269,-245307.92934836246
528,34744.869937008094,287810.9059244977,55664.036646793036,40021.73319387091,-247789.17273062677
529,35439.767335748256,290977.2781146362,56777.36850170078,40822.1788845588,-250155.0992300774
530,36148.56268246322,293509.67642635637,57912.96507904195,41638.63307606822,-251871.04335028815
531,36871.533936112486,295518.73906674393,59071.27629481709,42471.41693526572,-253047.32213147823
532,37608.96461483474,297033.9577991979,60252.75558355848,43320.85687038627,-253713.1009288116
533,38361.14390713144,298179.0625387399,61457.86650532742,44187.28604578529,-253991.77649295458
534,39128.36678527406,298923.7354696445,62687.0805501088,45071.04399979778,-253852.6914698467
535,39910.934120979546,299411.0514987967,63940.88055567566,45972.477475227104,-253438.57402356958
536,40709.152803399134,300023.4149864328,65219.75868879504,46891.94007903567,-253131.47490739715
537,41523.33585946712,301370.2205973736,66524.21609044229,47829.792302858594,-253540.428294515
538,42353.80257665646,302180.544625689,67854.75453515185,48786.399822949046,-253394.14480273993
539,43200.878628189595,303863.57528900704,69211.91105892057,49762.14107019876,-254101.43421880828
540,44064.896200753385,306078.636869584,70596.20597018854,50757.3961193511,-255321.2407502329
541,44946.19412476845,308816.07366377674,72008.18464221645,51772.55580844023,-257043.5178553365
542,45845.11800726382,311597.6791378141,73448.39898926918,52808.01785043869,-258789.6612873754
543,46762.0203674091,314689.5749505358,74917.4183814637,53864.189296811455,-260825.3856537243
544,47697.260774757284,318310.2320254214,76415.81782154842,54941.48409878036,-263368.747926641
545,48651.205990252434,322491.4359622836,77944.18348740753,56040.32441650904,-266451.11154577456
546,49624.230110057484,326626.8558614477,79503.11226177128,57161.14063363492,-269465.71522781276
547,50616.71471225863,331395.958924313,81093.22234386981,58304.373764428565,-273091.5851598845
548,51629.0490065038,337093.4824339122,82715.13365973308,59470.47134906875,-277623.0110848435
549,52661.62998663388,343569.1977127585,84369.47975623717,60659.89014218701,-282909.3075705715
550,53714.86258636656,350651.5099497011,86056.90992261756,61873.096695994405,-288778.41325370665
551,54789.159838093896,357457.92381280666,87778.08409452939,63110.56638915996,-294347.3574236467
552,55884.94303485577,364410.2452975106,89533.6844859376,64372.78606633665,-300037.4592311739
553,57002.641895552886,371611.6161441256,91324.39716656745,65660.2501977491,-305951.36594637646
554,58142.69473346395,378626.83270369616,93150.92232212938,66973.46322813768,-311653.36947555846
555,59305.54862813323,385955.95402991155,95013.98052582548,68312.94106807628,-317643.01296183525
556,60491.65960069589,393565.5180223959,96914.29923952179,69679.20832373187,-323886.309698664
557,61701.49279270981,401292.57585311873,98852.62341519179,71072.80072772125,-330219.7751253975
558,62935.52264856401,409062.1692758025,100829.71392272784,72494.26494707892,-336567.90432872355
559,64194.23310153529,416967.2609772315,102846.34679453386,73944.15857034127,-343023.10240689025
560,65478.117763566,425066.33661558124,104903.31251235623,75423.05010674217,-349643.28650883905
561,66787.68011883732,433033.26007502695,107001.41648463122,76931.5192452551,-356101.74082977185
562,68123.43372121407,440821.2649178583,109141.48312107677,78470.15789265739,-362351.1070252009
563,69485.90239563835,448750.3534823765,111324.35275760236,80039.56967264146,-368710.78380973503
564,70875.62044355112,455892.7541618793,113550.8772233877,81640.36913530082,-374252.3850265785
565,72293.13285242215,461609.85621981946,115821.93264416693,83273.18468765494,-378336.6715321645
566,73738.99550947058,467377.90611254267,118138.4165920221,84938.65815120543,-382439.2479613372
567,75213.77541966,472333.3440912577,120501.22785741258,86637.44057468294,-385695.90351657476
568,76718.0509280532,479057.0213259903,122911.30388360398,88370.20048767059,-390686.8208383197
569,78252.41194661426,486682.61965601053,125369.5751508937,90137.6142444894,-396545.0054115211
570,79817.46018554654,495702.9047224876,127877.01114704816,91940.37612621643,-403762.5285962712
571,81413.80938925748,505630.1162630821,130434.59175528944,93779.1923595464,-411850.9239035357
572,83042.08557704263,515440.9789804916,133043.31986763468,95654.78403146353,-419786.1949490281
573,84702.9272885835,525957.8959140996,135704.2251432278,97567.88809783362,-428390.00781626604
574,86396.98583435516,537209.219760475,138418.3474833613,99519.25402099986,-437689.9657394751
575,88124.92555104227,547229.3133678535,141186.74675884197,101509.64607384939,-445719.6672940041
576,89887.42406206312,558304.9443413353,144010.52206973903,103539.8477040574,-454765.0966372779
577,91685.17254330438,568628.8634117035,146890.7672055203,105610.6521414484,-463018.2112702551
578,93518.87599417046,577891.2884430833,149828.61846322118,107722.87293055875,-470168.41551252455
579,95389.25351405388,588239.4390294874,152825.23359685298,109877.33961310882,-478362.0994163786
580,97297.03858433495,598182.9730466546,155881.77613070855,112074.89457188857,-486108.07847476605
581,99242.97935602165,607277.2132913538,158999.4496407902,114316.40065692247,-492960.8126344313
582,101227.8389431421,618048.4300704898,162179.48344195474,116602.73833486541,-501445.69173562434
583,103252.39572200493,626973.0802056678,165423.10815352833,118934.8006600006,-508038.2795456672
584,105317.44363644504,635269.8699251557,168731.61120651782,121313.50549282804,-513956.3644323276
585,107423.79250917393,645267.5726235692,172106.28996586596,123739.7856399559,-521527.7869836133
586,109572.26835935742,658896.0729839639,175548.46309953008,126214.59156239011,-532681.4814215738
587,111763.71372654456,672857.8603953115,179059.46769821222,128738.89101547468,-544118.9693798368
588,113998.98800107546,688268.9849444765,182640.69433202597,131313.6768767432,-556955.3080677333
589,116278.96776109697,702600.808146211,186293.53919635675,133939.95709591196,-568660.851050299
590,118604.5471163189,720035.3570563716,190019.45046355523,136618.76496973884,-583416.5920866327
591,120976.6380586453,736902.0289802289,193819.8694373929,139351.14673224336,-597550.8822479856
592,123396.1708198182,750013.781650775,197696.29314068274,142138.17534271718,-607875.6063080578
593,125864.09423621457,763600.4238056905,201650.25830124642,144980.94732577004,-618619.4764799204
594,128381.37612093886,777715.8776080287,205683.3024528667,147880.5746811537,-629835.302926875
595,130949.00364335765,790971.9529318736,209797.0048745987,150838.19402005879,-640133.7589118148
596,133567.9837162248,804964.5881526863,213992.98531201115,153854.9666014426,-651109.6215512436
597,136239.3433905493,821343.9478974048,218272.88708481682,156932.07500687582,-664411.872890529
598,138964.1302583603,835897.0268686317,222638.3777371121,160070.72360555184,-675826.3032630798
599,141743.41286352748,851612.0834853713,227091.18537927957,163272.14672418125,-688339.9367611901
600,144578.28112079806,866051.9926637928,231633.0444774209,166537.5972921074,-699514.3953716854
601,147469.846743214,883358.8953389873,236265.74852280627,169868.35854629622,-713490.5367926911
602,150419.2436780783,901989.8879493063,240991.10118348352,173265.73384668108,-728724.1541026252
603,153427.62855163985,920067.5875041595,245810.95716280368,176731.05584755784,-743336.5316566017
604,156496.18112267266,938997.5608284596,250727.21326181837,180265.684935549,-758731.8758929105
605,159626.10474512613,957581.5049451776,255741.79234946304,183871.0061451539,-773710.4988000237
606,162818.62684002865,977747.2860577676,260856.66630946018,187548.43448870405,-790198.8515690635
607,166074.99937682922,998239.6053523517,266073.8348029798,191299.4107637673,-806940.1945885844
608,169396.4993643658,1021650.3411864989,271395.3499270249,195125.40726762608,-826524.9339188728
609,172784.42935165312,1050735.6257540348,276823.29588400654,199027.9238159759,-851707.701938059
610,176240.1179386862,1080905.8927845545,282359.79002342303,203008.4883794783,-877897.4044050762
611,179764.9202974599,1113313.9677885512,288007.01519717934,207068.6644826299,-906245.3033059214
612,183360.2187034091,1146957.600848657,293767.18253267853,211210.04360275288,-935747.5572459042
613,187027.4230774773,1179892.7111302488,299642.55108194484,215434.24984522094,-964458.4612850279
614,190767.97153902685,1214371.2838162538,305635.4311284094,219742.94110252592,-994628.3427137278
615,194583.3309698074,1251616.0480351846,311748.1695689412,224137.80635604946,-1027478.2416791351
616,198474.99758920353,1291408.2694026814,317983.1611147304,228620.56855582932,-1062787.700846852
617,202444.49754098762,1332096.3931405782,324342.8498875409,233192.9854379673,-1098903.4077026108
618,206493.38749180737,1372892.8421050352,330829.7322397664,237856.85061546334,-1135035.991489572
619,210623.25524164352,1419131.8644770887,337446.35806439264,242613.99435298692,-1176517.8701241016
620,214835.7203464764,1468541.522375743,344195.3112575827,247466.27985489776,-1221075.242520845
621,219132.43475340592,1522570.3142872013,351079.2436453387,252415.61109503795,-1270154.7031921633
622,223515.08344847406,1575345.1423863636,358100.84810380125,257463.92754136957,-1317881.214844994
623,227985.38511744354,1633195.7825983209,365262.89210738346,262613.2119248099,-1370582.570673511
624,232545.09281979242,1687111.88206103,372568.168328857,267865.4801275635,-1419246.4019334665
625,237195.99467618827,1743284.954079358,380019.5588778319,273222.7955931163,-1470062.1584862415
626,241939.91456971204,1800262.8672249727,387619.97614049865,278687.2571313048,-1521575.6100936679
627,246778.71286110627,1858525.9028034322,395372.40296845586,284261.0081634078,-1574264.8946400243
628,251714.28711832842,1916022.5204728472,403279.8775762824,289946.23405294144,-1626076.2864199057
629,256748.57286069499,1977739.5446769304,411345.5065864343,295745.165519345,-1681994.3791575853
630,261883.54431790888,2042317.8207524882,419572.44611695094,301660.0751707876,-1740657.7455817007
631,267121.21520426706,2108486.956948432,427963.9234036276,307693.282792137,-1800793.6741562951
632,272463.63950835244,2184040.11253405,436523.2351486642,313847.15562552266,-1870192.9569085273
633,277912.91229851946,2265039.007004961,445253.72733165784,320124.10466522694,-1944914.902339734
634,283471.17054448987,2347909.118123918,454158.8263265634,326526.5920318042,-2021382.5260921137
635,289140.5939553797,2431795.9351448817,463242.0277066517,333057.12923312915,-2098738.8059117524
636,294923.4058344873,2507269.469303919,472506.88970411854,339718.27644292585,-2167551.192860993
637,300821.873951177,2580550.8543921076,481957.0573847013,346512.6484180333,-2234038.205974074
638,306838.3114302006,2652351.283735833,491596.2309326975,353442.9083748471,-2298908.375360986
639,312975.0776588046,2720912.707899024,501428.18885330466,360511.7737252748,-2360400.934173749
