,A,C,K,Z,Y,I
751,2875603.4315680326,1280164.1635964797,4607124.464948856,0.998093012946679,3306056.6738621206,2025892.510265641
752,2933115.5001993934,1303401.7564798733,4699266.941763271,0.9986545773474332,3374075.1178114377,2070673.3613315644
753,2991777.8102033813,1327770.4705919677,4793252.267047579,1.0007511744488715,3448781.8959305575,2121011.4253385896
754,3051613.366407449,1355292.3301055888,4889117.300052239,0.9979846948119667,3508033.0314045204,2152740.7012989316
755,3112645.633735598,1379751.3867614476,4986899.625916599,0.9986375194131805,3580534.337689385,2200782.9509279374
756,3174898.54641031,1405524.7443591687,5086637.60504995,0.9967994617822079,3645423.0099234395,2239898.265564271
757,3238396.517338516,1429275.9059227167,5188370.340152769,0.996439939504173,3716990.351177246,2287714.445254529
758,3303164.4476852864,1452930.4135441722,5292137.733480059,0.9939751487183807,3781951.9326317976,2329021.5190876257
759,3369227.7366389926,1473505.416209319,5397980.472480443,0.994349718307897,3859044.6624840023,2385539.2462746836
760,3436612.291371772,1494906.7593291947,5505940.071975495,0.9917459819989362,3925918.4220076194,2431011.6626784247
761,3505344.5371992076,1512845.9414380535,5616058.859451661,0.990516196687754,3999471.203904033,2486625.26246598
762,3575451.427943192,1529196.7931794263,5728380.026764585,0.9955417470400005,4100158.454795968,2570961.6616165414
763,3646960.4565020557,1553173.7893888464,5842947.625886562,0.9970154284961922,4188352.397656701,2635178.608267855
764,3719899.665632097,1579745.0737422726,5959806.567633926,0.999066264181736,4280907.085647873,2701162.0119056003
765,3794297.658944739,1609910.6042828606,6079002.687355451,0.997456521240143,4359489.672347071,2749579.06806421
766,3870183.6121236337,1638140.728389965,6200582.7230887255,0.9999015546354,4457579.465628799,2819438.737238834
767,3947587.2843661066,1670747.2745000727,6324594.365872359,0.9992836787695227,4543921.460445529,2873174.185945456
768,4026539.030053429,1703002.5080176333,6451086.235457544,0.9982420160060749,4629968.526570186,2926966.018552553
769,4107069.8106544977,1734161.3888347954,6580107.942539992,0.999409485424996,4728091.056533128,2993929.6676983326
770,4189211.2068675878,1767852.2998585582,6711710.087372533,0.9997202746958201,4824152.589015518,3056300.2891569603
771,4272995.43100494,1802730.1593857717,6845944.272913014,1.0022131941199195,4932905.817740219,3130175.658354447
772,4358455.339625038,1842650.6570708994,6982863.144408726,0.9995291743351106,5018088.936715517,3175438.279644618
773,4445624.446417539,1878662.9876784924,7122520.38480804,0.9979937571307801,5110588.051379151,3231925.0637006583
774,4534536.93534589,1912583.8505808178,7264970.774033839,0.9971638401027202,5208464.920267497,3295881.069686679
775,4625227.6740528075,1945578.9171186236,7410270.173372526,0.9974988338795426,5314418.976470015,3368840.059351391
776,4717732.227533864,1979774.8369809322,7558475.562848017,0.9967098792530479,5416419.937305166,3436645.100324234
