,c,k,z
77,0.14372851811293716,-0.028333534029637716,-0.001022293188122922
78,0.14361873985528367,-0.026982281945614212,0.00046636864355461345
79,0.1448715519429085,-0.0258720695447379,0.004165902817833137
80,0.1495868802866172,-0.024693528317807134,0.004009296124341634
81,0.15413461849444302,-0.02456200996676662,0.006440871486661578
82,0.16096915640960757,-0.024266740501882645,0.004827425617695551
83,0.1662724452820032,-0.02480479966852235,0.007416302528770543
84,0.17401860884313386,-0.02471678859145502,0.007839636312991387
85,0.18216323248786095,-0.025077741880398866,0.006725285492973215
86,0.18925435248531758,-0.025767558096573197,0.005329085016416736
87,0.19502239259246518,-0.026406839415138272,0.00697595836459105
88,0.20234235428874764,-0.026453555518966276,0.003669160037639873
89,0.20652580333452017,-0.02717524983552693,0.0008410977316259467
90,0.20801943805356432,-0.02759341364064391,-0.0044965346146367035
91,0.20443751553027056,-0.02795051909027838,-0.005340562034628461
92,0.2000221035725885,-0.02720084959761216,-0.005096137668770724
93,0.19579866620289343,-0.02604892562328061,-0.006354128492587634
94,0.19034483382096906,-0.025051815922709136,-0.007550241763708292
95,0.1837189296339399,-0.02398420576976981,-0.004853239537556759
96,0.17960879657882978,-0.022388896522718478,-0.0031977651921876586
97,0.17703344727933618,-0.02110642212036301,-0.004386036518088241
98,0.1733042545774267,-0.02036558291260403,-0.003954696328019186
99,0.16995719782218155,-0.019460779713715723,-0.0022755542017083466
100,0.16817666291491729,-0.018461956205852368,-0.0032788651121498807
101,0.16542387577621842,-0.01788742332226599,-0.005522730601889346
102,0.16052333661108245,-0.017435034282039207,-0.0075639846513619975
103,0.15366472067718362,-0.016813214599557195,-0.009376404153728753
104,0.1450624053707043,-0.016001486483730534,-0.009731515323137215
105,0.13609635120407712,-0.014910907412065674,-0.008712929799720121
106,0.1280695853261877,-0.013662067672840877,-0.010071567067474868
107,0.1187302692418096,-0.012720167764700693,-0.013613071088523393
108,0.10600839096307774,-0.01194570834995569,-0.013646491849488513
109,0.09322851699536006,-0.010665679227314349,-0.01735046381002793
110,0.07690939603021933,-0.00967041637440374,-0.01745857129942503
111,0.060459882839707546,-0.008196562025640546,-0.015131555174272013
112,0.04619087163655949,-0.006507990695054787,-0.009795439740881333
113,0.036961262794742475,-0.004764636708752738,-0.007935841899626558
114,0.029479975136893877,-0.0036908226853011638,-0.007487460340667165
115,0.022412329297946013,-0.0029616418583888306,-0.011583753767106582
116,0.011447911983740471,-0.0026690234201680887,-0.011052125635224345
117,0.0009756707887640242,-0.0018496749670256591,-0.010985435085975733
118,-0.009445086676836982,-0.0010655324015632808,-0.011995392538451957
119,-0.02083511332073942,-0.0003948018595001081,-0.00873728092571643
120,-0.029143756757821694,0.00059196909157623,-0.010258284423009795
121,-0.038903683980046504,0.0010684483858785822,-0.013435796469332186
122,-0.051686989498974836,0.0014448181180319558,-0.011459009811080122
123,-0.06260320811970349,0.002303046259874816,-0.00894328217240756
124,-0.07113922327233584,0.0031075833139449596,-0.0055934835309222435
125,-0.07650084142912181,0.003798303027802466,-0.0014897829842297557
126,-0.07796954448707,0.004328108862815356,-0.00018516244681227815
127,-0.07819927255887457,0.004448934576909066,-0.0011095939188357623
128,-0.07930474291837725,0.0043298674893688105,-0.004625980448039397
129,-0.0837469232919372,0.004084758847712832,-0.007002839207995564
130,-0.09044595647439148,0.004064438281723537,-0.003389110108837535
131,-0.09371597548781084,0.004506159150497788,-0.002745813256723471
132,-0.09637539577927055,0.0046449504334162275,-0.003919872816255114
133,-0.10014896191416299,0.004625146997553017,-0.004209383152516752
134,-0.10419725158163043,0.004688094043647596,-0.005775655151005766
135,-0.10973265221782025,0.004699785398692639,-0.006634946189697162
136,-0.11608449799365116,0.004805502032930725,-0.006277067828119363
137,-0.12209741310934492,0.005007790220895258,-0.005208645955004621
138,-0.12709649679280796,0.00522812471601684,-0.008389166118283095
139,-0.13511576210335127,0.005195095351567525,-0.009407907082835034
140,-0.14410344812070694,0.005364948350271092,-0.007674622664128627
141,-0.15144664867778498,0.0057050719737537815,-0.006105124761704935
142,-0.15730019167845602,0.005971074454636197,-0.0038873929707489846
143,-0.16104777994202105,0.00619153780791087,-0.0034098035742383343
144,-0.1643410478119829,0.006244712874021311,-0.0030340276171267754
145,-0.16727641216185865,0.0062614259558077855,-0.0036366348446137467
146,-0.17078286372545848,0.006219317647825548,-0.0023038235541511754
147,-0.17302255601108432,0.006271415305083282,-0.001791533885263402
148,-0.1747743920262401,0.006248875933055708,0.0006111398077740492
149,-0.17424293628605805,0.006277790142535227,-0.0005085990581951654
150,-0.17477287445724105,0.00609599686229081,-0.00433915818693839
151,-0.17893899167518112,0.005838728568492661,-0.0024673746203190787
152,-0.18132657981692044,0.005910116669459184,-0.002016057540593816
153,-0.18328440718155067,0.005888677351294326,-0.001283538865105862
154,-0.18454528617306964,0.005857515124964298,-0.0006695479023684886
155,-0.1852216591954636,0.005799880526089028,-0.0010940747619845837
156,-0.18629978282456247,0.005688371782776016,-0.0031630300865378666
157,-0.18934161486538717,0.005532766385590263,-0.002184941272957815
158,-0.19145354427851727,0.00553373198871977,-0.0033743614189419855
159,-0.1946941444399388,0.005445270030649948,-0.0017337588958002378
160,-0.19637566287102468,0.00547324909653298,-0.0009481226913978972
161,-0.19730992192284458,0.005436048111701115,-0.004464851183523778
162,-0.20158326303110524,0.005245563738858487,-0.001557113238180806
163,-0.20309412437355104,0.005328771668618143,-0.0031530181458887595
164,-0.20611983973537204,0.005219396407462486,-0.0020263991958259747
165,-0.20807466553358872,0.00521825618671819,0.0021172071915050907
166,-0.20609281895828369,0.005278549286275152,-0.001565927962270067
167,-0.2076080113866925,0.005030159900699708,-0.0027077976997532385
168,-0.21020687618352168,0.004925263084381205,-0.002999590393518239
169,-0.21308216254485732,0.004875374713136331,-0.00024005236856821602
170,-0.21333557697087874,0.00491268356329945,0.0014993795453546557
171,-0.2119358043763845,0.004867373028384144,0.002056643296028393
172,-0.2100055864073212,0.004754183827349063,0.0005826379661578499
173,-0.20947436572679287,0.004580471401033341,0.0018796112540632633
174,-0.20771021957890093,0.004504185734346796,-0.0008079220954475478
175,-0.20849792329732972,0.004314819084091729,0.001786912297941399
176,-0.2068200631833046,0.0042983475020993665,0.001182382569652942
177,-0.20571553194588063,0.004167537815712223,0.0023514446200731294
178,-0.2034996658193527,0.004086151138391897,0.004884807147448057
179,-0.1988764530774083,0.004016907374923934,0.008900491878269821
180,-0.19043766050701372,0.003936856495992253,0.008967730009592915
181,-0.18193371478739662,0.003708085517738057,0.010570403187276353
182,-0.17190612982262143,0.0035121151436589655,0.009063618138079235
183,-0.16330860542765294,0.0032352909968838325,0.008649936671426117
184,-0.15510294709348493,0.00301087414424398,0.006901006729801822
185,-0.1485576418343034,0.0027764375173332774,0.007648065948111999
186,-0.14130184615884114,0.0026234709575485766,0.009622927066026892
187,-0.1321692438542347,0.002489199807638122,0.010429938702590855
188,-0.12226915090910546,0.002309499033687929,0.010830134425672005
189,-0.11198802161783125,0.0021157390462598477,0.010833059293622094
190,-0.10170327169130464,0.001915721965014979,0.009135602507401272
191,-0.09303021837674967,0.0016935526378631489,0.005569789012777876
192,-0.08774383041004837,0.0014706720544922461,0.004045510172000151
193,-0.08390497291406603,0.0013368620112321394,0.0046012001534693255
194,-0.07953788800198539,0.0012633086950417712,0.004327455853379484
195,-0.07543049782775463,0.0011734368585988974,0.0058795234377269304
196,-0.06984839941325528,0.001117811092199732,0.0033194249020997045
197,-0.06669792040436885,0.0009833988793042751,-0.0028378648091331115
198,-0.06939635215995098,0.000829587856107212,-0.0019295719732767857
199,-0.0712319361968252,0.0008566615910673091,-0.004673694891232774
200,-0.07567429453721732,0.0008238128261800976,-0.0042795143265809575
201,-0.07974225237618068,0.0008657085898186489,-0.005026403678231095
202,-0.08451976661763456,0.0008872270063557894,-0.008115107071167384
203,-0.09223149238796201,0.0008838641130820256,-0.004629045310687674
204,-0.09663171743134068,0.0009994956448217676,-0.0029923211661196615
205,-0.0994771387915423,0.0010521208008159762,-0.004485995500079304
206,-0.10374147831973167,0.0010445392582547623,-0.004660687997579937
207,-0.10817177997547618,0.0010671447436280549,-0.0007908273309995941
208,-0.10892583924641663,0.0011399711726035322,0.0005017956083065329
209,-0.10845185747169359,0.0011421200420850364,0.0022026102524964524
210,-0.10636203147765033,0.001134894964339488,0.002595942290459178
211,-0.10389839991182152,0.0010964641342675482,0.004382799985285426
212,-0.09973714613337045,0.001070606256025085,0.009118067869159658
213,-0.09107732170567784,0.0010619929346217442,0.00361563683537185
214,-0.08764441379085086,0.0009013232093810832,0.0013791599905723234
215,-0.08633596136330558,0.0008260891396675831,-0.0006494545576816377
216,-0.08695455432818112,0.0007759421224178932,0.001153331985962818
217,-0.08586048422685941,0.0007836748724735806,0.003784950636957036
218,-0.08226634841400039,0.0007853218929717725,0.0032975619759546444
219,-0.07913510265296757,0.0007350076275122116,0.0016294068925075179
220,-0.07758846679071858,0.0006780635598655008,-4.0318106037043853e-05
221,-0.07762796458500938,0.0006357433109354158,-0.0006880606769990518
222,-0.07828275982751311,0.0006170036634733016,-0.002289567162634485
223,-0.08045892459017222,0.0005952425376661661,-0.003415878026378003
224,-0.08370505399136274,0.0005898339722848831,-0.0026938642198489115
225,-0.08626528249829803,0.0006086652504885247,-0.003766447964116267
226,-0.08984444124092474,0.0006065599105509839,-0.0013124129889282602
227,-0.09109230363493374,0.0006407744303827714,-0.0026360664954831383
228,-0.09359759264331724,0.0006265822400365672,-0.0009202666121832055
229,-0.09447288143580622,0.0006451404740462573,0.002616795157286896
230,-0.09198797479314064,0.0006664607103851152,0.004895318809338694
231,-0.08733843209589136,0.0006547795630466749,0.00037761084313666163
232,-0.08698057521508978,0.0005774619117618848,-0.003789520439833686
233,-0.09058140860563091,0.0005320620342814475,-0.004295102403630263
234,-0.0946625407789641,0.0005398948674099059,-0.0062043633661747035
235,-0.10055745669294555,0.0005407481952423087,-0.006086675395985105
236,-0.10634058965493887,0.0005663196462855244,-0.006862789451798414
237,-0.11286103990470826,0.0005841680806594167,-0.004910050396138536
238,-0.1175264253080223,0.0006235911762921678,-0.005828711674217061
239,-0.12306453368463582,0.0006320827976063842,-0.0028259124313413935
240,-0.12575001519250104,0.0006698321637806948,-0.00201503236527928
241,-0.12766515248739163,0.0006767890309689915,-0.004561791987684307
242,-0.13199967129361745,0.0006579825448416443,-0.004218909974065439
243,-0.1360084503226621,0.0006696096812284543,-0.001662854362688418
244,-0.13758898766293243,0.0006923444512654867,-0.003984247748536403
245,-0.14137481030525334,0.0006733366333493272,-0.0013586379892466444
246,-0.14266631150260325,0.0006936308710830326,0.0011868641987837854
247,-0.14153957802155132,0.000700741050191537,0.0028045556129307372
248,-0.13887601113540315,0.0006906480462346261,0.003916862494724447
249,-0.1351557162247808,0.0006706826546024553,-0.001893023315763207
250,-0.13695473404575353,0.0006096976122042401,-0.0037379767623998703
251,-0.14050643042738084,0.0005956801663868018,-0.001469448192803874
252,-0.14190302807870697,0.0006109446717099846,0.0018773519601085348
253,-0.14012016418864098,0.0006217645315565665,0.0035223052872749277
254,-0.13677457117622768,0.0006102192023925704,0.003906095888426311
255,-0.13306434238527606,0.000586238741853735,0.005153824761485419
256,-0.1281687406023812,0.0005654627467997017,0.005865544506963691
257,-0.1225969694451692,0.0005381396687679091,0.005514329643122731
258,-0.1173588120026759,0.0005041981210191726,0.0058225956424682365
259,-0.11182776751699539,0.00047552480967102625,0.005219583467853509
260,-0.1068695478775198,0.0004427680736893416,0.005835549016438092
261,-0.10132613264450809,0.0004183701266466462,0.00421391485664997
262,-0.09732323365488654,0.0003833749892237247,0.0053105174937088835
263,-0.09227854170862193,0.00036606036967016045,0.006330484289984947
264,-0.08626485892368732,0.0003454941439197372,0.005552726262889412
265,-0.08099001701345956,0.00031522936616983587,0.006909330879126108
266,-0.07442638151215061,0.0002966376358374847,0.005953551759019651
267,-0.06877070836322174,0.00026579697043681045,0.0017032843796068176
268,-0.06715275626040684,0.00022665484687924592,0.0018008379350148921
269,-0.06544211818034867,0.000217294468534003,-5.1833390780116426e-05
270,-0.06549150325572106,0.00020114853019780786,-0.0010225298946930355
271,-0.0664630421150864,0.0001938724023813403,-0.002042499493266652
272,-0.06840354636912366,0.000189393732283236,-0.0017987022677832063
273,-0.07011244251013123,0.000192066581331694,-0.0004681715224179868
274,-0.07055733550588329,0.00019752218163486088,-0.001116815563066113
275,-0.07161843475222382,0.00019281565302700174,-0.0005279280865764773
276,-0.0721200890505715,0.00019375600867292263,-0.0005335298501253171
277,-0.0726270610835673,0.00019127951929428608,0.0007136961389198504
278,-0.071949166923516,0.00019263339564337323,0.0014581626983567434
279,-0.0705640252752427,0.000189347890889844,0.00028933539103133095
280,-0.07028926114643998,0.0001787286699694337,-0.0032955887560137303
281,-0.07342016459604675,0.000164226421089274,-0.004988117536898163
282,-0.07815896826587573,0.00016373543710975855,-0.004029808061884476
283,-0.0819873819859908,0.00017436425356863442,-0.003296686816077034
284,-0.08511933267830375,0.00018184271015253388,-0.004254776913037604
285,-0.08916146759019633,0.00018288758225883957,-0.004696547918329546
286,-0.0936232852777127,0.00018716287820040386,-0.006068021667569749
287,-0.09938800244555641,0.00018976372421748974,-0.005777017050867409
288,-0.10487626800305663,0.00019912130227733944,-0.005081815076085739
289,-0.10970409431138999,0.00020847342110272044,-0.006489039799064336
290,-0.11586878330967687,0.0002109813873823845,-0.003980894163652567
291,-0.11965073865017667,0.0002251877806337999,-0.0032272644210482467
292,-0.1227167458965363,0.00023004151055417224,-0.0006598636998337115
293,-0.1233437236567536,0.0002372953205164709,-0.0007288286988217572
294,-0.1240362144732162,0.00023370699127728755,-0.001940757072921374
295,-0.12588003263587128,0.00022777061030346282,-0.0008490015772488566
296,-0.126686681652034,0.00022897860523928918,-0.0022035471429761163
297,-0.12878014459323175,0.000223110076422326,-0.0023914546752020253
298,-0.13105211741262351,0.0002220086932646864,-0.0035616918774968136
299,-0.13443581267153884,0.0002192160534866331,-0.006218845545339616
300,-0.14034380068609928,0.00021539395543830215,-0.007135311666307439
301,-0.1471224313101911,0.00021916937436106717,-0.006146207396036491
302,-0.15296141446571881,0.00022775243518598852,-0.006196668466662787
303,-0.1588483357122381,0.00023250679737346988,-0.008040405060973204
304,-0.1664868055001706,0.00023379179076405882,-0.009915424241360023
305,-0.17590654318234164,0.00023754964999209564,-0.009680806547056942
306,-0.18510339584783903,0.00024743247409410416,-0.0098863539140267
307,-0.19449551967325215,0.00025577155816231434,-0.010713508134085808
308,-0.204673440691108,0.0002629220605190807,-0.01027681474551788
309,-0.2144365045373715,0.0002728811445518961,-0.010505022716624091
310,-0.2244163667209494,0.0002807081798646494,-0.010257806796413778
311,-0.2341613746797198,0.00028916459733903605,-0.009146485063538053
312,-0.24285062800450363,0.0002982107584168402,-0.009455378293824817
313,-0.2518333296182116,0.00030325487013639114,-0.006842168394381034
314,-0.258333482838063,0.00031270918914682677,-0.007014760163527392
315,-0.2649975969339145,0.0003145004295642416,-0.007121579791348313
316,-0.27176318841206953,0.00031637976339575757,-0.006965736729539843
317,-0.27838072781504347,0.0003185560435847877,-0.007512655309075158
318,-0.2855178383412925,0.000319383020042669,-0.008299414883739423
319,-0.29340236899419275,0.00032033042114054276,-0.009948513759456597
320,-0.3028535420137989,0.000320825605254785,-0.008173334439591576
321,-0.3106182947118795,0.00032736672362852813,-0.007944369752986152
322,-0.3181655298931208,0.00032973106216981573,-0.005496861603396621
323,-0.3233876318526422,0.0003344034599883569,-0.005260983311644545
324,-0.32838564760855654,0.0003336249455549656,-0.006407545401562801
325,-0.3344728950841738,0.00033084982861933453,-0.0064826979905573965
326,-0.3406315358601397,0.00033040992410401004,-0.004836652915481989
327,-0.34522643263932395,0.00033191866128186477,-0.004926262914484252
328,-0.34990645693118155,0.0003297672407586489,-0.005733779241176264
329,-0.35535361962623224,0.00032685182630188316,-0.003846042188687124
330,-0.3590074308563657,0.00032756480719738984,0.00032648951615473496
331,-0.3586973358613185,0.00032892442652154884,0.0034600873976767506
332,-0.3554103207842882,0.00032547050241691337,0.0007710625572423359
333,-0.35467787551176444,0.0003134444235340596,-0.00047226492200205426
334,-0.3551265884725314,0.00030540129681598825,-0.005135553882083
335,-0.36000542273521463,0.00029519216233653186,-0.002602442643657736
336,-0.36247780031322857,0.00029586903916400904,-0.005318593691446464
337,-0.36753051906457573,0.0002895065791470619,-0.0032241146860262763
338,-0.37059348173827267,0.0002897812461950251,-0.00260840107692036
339,-0.3730715149331366,0.00028704780898169567,-0.0034122793456623727
340,-0.37631323066669836,0.00028259394208156514,-0.005098479562730864
341,-0.3811568348172324,0.00027800374210351853,-0.004833891965121671
342,-0.38574907951151993,0.00027633243579060094,-0.004643430720267509
343,-0.3901603847674255,0.0002743803263293971,-0.009726110975425702
344,-0.3994002343005275,0.00026793005989734646,-0.005653754858009825
345,-0.4047713453710598,0.0002723528949320356,-0.00361830737411063
346,-0.4082087804576757,0.00027227489880815944,-0.0040275885850315826
347,-0.41203503132742164,0.0002689065357903088,-0.005106755515326279
348,-0.4168864894154418,0.0002653059644233758,-0.004483277761456128
349,-0.4211456426019362,0.0002636681260474959,-0.007050924943952123
350,-0.4278440592011114,0.00025929093800447755,-0.006864528011322421
351,-0.43436539785119815,0.00025845425724550867,-0.006077750918213455
352,-0.4401392974544308,0.000257869640669293,-0.008742220240247732
353,-0.4484444417238966,0.00025439012784203075,-0.006635973047262251
354,-0.45474865064076464,0.00025563283434232846,-0.004898317413807144
355,-0.4594020859919339,0.00025535325811882123,-0.002098669516677625
356,-0.46139585510023057,0.0002547546769532929,0.0027591382365877125
357,-0.45877470609067184,0.00025393843358604033,0.002639510187659302
358,-0.4562672022882925,0.00024748070712671494,0.003658417675197639
359,-0.4527917350882988,0.00024192909264022404,0.000451213296976471
360,-0.4523631104528844,0.00023346896531499232,0.002177800326001705
361,-0.45029422714572903,0.00022968201996976604,0.008487218253204695
362,-0.442231396059962,0.00022778797465981327,0.009165895022854609
363,-0.4335238206249231,0.00021979410688969291,0.008705982286565661
364,-0.42525316083738685,0.00021108366161770817,0.006086169652567561
365,-0.4194713215701414,0.00020166034132617925,0.007284773524705207
366,-0.4125508075596835,0.00019569486242122542,0.004023584585262793
367,-0.40872842173070834,0.00018705071945357855,0.006171832770273679
368,-0.40286519930772,0.00018279687119921438,0.006687081098957857
369,-0.3965124900183113,0.00017694348524575698,0.0031835081003105574
370,-0.39348817395443775,0.00016906480033846875,0.0035561629802935285
371,-0.39010983500481683,0.0001646720287359165,-0.0006016295290786557
372,-0.39068139800663443,0.0001581036568408313,-0.0026204878417496313
373,-0.3931708757588811,0.0001542903857467413,-0.004046926025029766
374,-0.39701546925892395,0.00015158491619482163,-0.008815423068507314
375,-0.4053901343568287,0.00014795617669516976,-0.010529960789754777
376,-0.4153936099865648,0.0001474425450980355,-0.012843530786917039
377,-0.42759497684340175,0.000147236276375721,-0.009128963770806669
378,-0.4362675050452623,0.00015030401806779807,-0.004491351544254021
379,-0.44053430155126727,0.00015233055211393573,-0.007021395558069771
380,-0.44720463942044003,0.00014980149758294923,-0.0045238353510430995
381,-0.45150229488070187,0.00015011500169549635,-0.004027042546396339
382,-0.45532799684126335,0.00014879473971515528,-0.00397823739792897
383,-0.4591073335588872,0.00014714323014194364,-0.004305980497670812
